,text,is_quote_status,view_count,has_card,urls,day,month,year,is_in_reply_to,is_view_count,1_day_after
252,"""We suspect it will be somewhat surprising to many casual observers to imagine that Charter 'starts' with something like 650-850K broadband net additions 'in the bag' annually, and Comcast 'starts' with something like 500-600K,"" Moffett wrote. $CHTR $CMCSA https://t.co/egiqUtxkjF Where does cable go from here? ",0,6255.0,1,1,13,5,2022,0,0,1
253,"@CColles Show me your math on how $CHTR could be a $0, please.  ",0,6255.0,0,0,29,4,2022,1,0,0
254,Owning cable companies is worse than Chinese tech stocks....geez. Wouldn't have guessed we'd see these levels on $CHTR $CMCSA $ATUS.  ,0,6255.0,0,0,29,4,2022,0,0,0
255,Owning cable companies is worse than Chinese tech stocks....geez. Wouldn't have guessed we'd see these levels on $CHTR $CMCSA $ATUS.  ,0,6255.0,0,0,29,4,2022,0,0,0
256,"@IgnoreNarrative @HedgeyeComm 2022 - 2024: ""cable is strong, driven by retention. But look at mobile, Peacock, and theme park!""
2025: ""our entire EV is justified by the theme parks"" 

(haha) 

It's a tough life being a $CMCSA shareholder...always hoping for more.  ",0,6255.0,0,0,28,4,2022,1,0,0
257,"@IgnoreNarrative @HedgeyeComm $CMCSA history:
~2010-2013: ""Look at the deal we got on NBC Universal!""
2014 - 2017: ""look at how strong cable is, cable is worth our current EV by itself""
2018 - 2019: ""disregard the SKY deal, again, just look at cable results!""
2020-2021: *Comcast stock rises due to broadband*  ",0,6255.0,0,0,28,4,2022,1,0,0
258,"*All* eyes are on broadband, regardless of anything else (imo). 

I think $CHTR $CMCSA partnering for a streaming service is another method to improve / keep retention low. The broadband market is becoming saturated at the same time more competitive (unfortunately)...  ",0,6255.0,0,0,28,4,2022,1,0,0
259,"*All* eyes are on broadband, regardless of anything else (imo). 

I think $CHTR $CMCSA partnering for a streaming service is another method to improve / keep retention low. The broadband market is becoming saturated at the same time more competitive (unfortunately)...  ",0,6255.0,0,0,28,4,2022,1,0,0
260,"...In other words:
- they aren't losing subs to competitors (yet)
- the overall pie of potential broadband subs is getting smaller, and the gross adds are now being divided amongst more competitors, not just cable
 $CMCSA  ",0,6255.0,0,0,28,4,2022,1,0,0
261,"$CHTR $CMCSA $ATUS 

$CMCSA broadband results:
- continued low move-related activity vs historical levels
- uptick in level of competitive activity resulting in lower connect volumes
- lowest churn rate of any Q on record  ",0,6255.0,0,0,28,4,2022,0,0,0
262,"$CHTR $CMCSA $ATUS 

$CMCSA broadband results:
- continued low move-related activity vs historical levels
- uptick in level of competitive activity resulting in lower connect volumes
- lowest churn rate of any Q on record  ",0,6255.0,0,0,28,4,2022,0,0,0
263,"@The_Analyst I agree; obviously, it makes more sense for them long-term to build up the value of Peacock as much as possible. Too much money has been spent / will be spent on their own content to not focus more on monetizing their own OTT service $CMCSA  ",0,6255.0,0,0,29,3,2022,1,0,0
264,"@Stormshieldval Yes, no growth in subs, revenues, a decline in EBITDA, FCF, hurt by COVID. To me - $CMCSA acquired SKY to get tech to build Peacock (which has an uncertain future) and to have more global distribution for Peacock in SKY geographies.  ",0,6255.0,0,0,29,3,2022,1,0,0
265,"Lastly on $CMCSA narratives - NBC Universal, capital allocation. I ignore anything on SKY Plc - which is now low single digit EBITDA and FCF. Not a needle mover. https://t.co/a4O2ADbzyT  ",0,6255.0,0,0,29,3,2022,1,0,0
266,"Other $CMCSA narratives - Peacock, theme parks https://t.co/s1rszJMsmu  ",0,6255.0,0,0,29,3,2022,1,0,0
267,Current $CMCSA narratives I explore - what's going on with the cable segment https://t.co/zlXIOOVmAJ  ,0,6255.0,0,0,29,3,2022,1,0,0
268,"$CMCSA Comcast Corp. - Update on Comcast deck

Members --&gt; https://t.co/7yQEY1bjiG
*no sample available* https://t.co/narLlJfWJL  ",0,6255.0,0,1,29,3,2022,0,0,0
269,"$CMCSA Comcast update deck is complete, just having issues with Wordpress...Will post it as soon as I can, having issues all day.

Next up?
 - $CHTR update ?
- $NFLX ?  ",0,6255.0,0,0,26,3,2022,0,0,1
270,"$CMCSA Comcast update deck is complete, just having issues with Wordpress...Will post it as soon as I can, having issues all day.

Next up?
 - $CHTR update ?
- $NFLX ?  ",0,6255.0,0,0,26,3,2022,0,0,1
271,"$CMCSA Comcast update deck is complete, just having issues with Wordpress...Will post it as soon as I can, having issues all day.

Next up?
 - $CHTR update ?
- $NFLX ?  ",0,6255.0,0,0,26,3,2022,0,0,1
272,Chart crime nomination - $T https://t.co/iNEK4e0dS6  ,0,6255.0,0,0,22,3,2022,0,0,0
273,@SleepwellCap Is this $CHTR John Malone or $LBTYA John Malone?  ,0,6255.0,0,0,10,3,2022,1,0,1
274,"Wish $CMCSA would spin-out $SKY, lever up a little more than 2.5x, repurchase massive amounts of stock.  ",0,6255.0,0,0,10,3,2022,0,0,0
275,"Goal for next deck this week - $CMCSA update (down 24% last 6 months)

Following week - $CHTR (down 33% last 6 months)

Next big deck - $NFLX (down 48% from 52 week high)

What Q's / issues / concerns do you have with these businesses that should be addressed?  ",0,6255.0,0,0,6,3,2022,0,0,0
276,"Goal for next deck this week - $CMCSA update (down 24% last 6 months)

Following week - $CHTR (down 33% last 6 months)

Next big deck - $NFLX (down 48% from 52 week high)

What Q's / issues / concerns do you have with these businesses that should be addressed?  ",0,6255.0,0,0,6,3,2022,0,0,0
277,"Goal for next deck this week - $CMCSA update (down 24% last 6 months)

Following week - $CHTR (down 33% last 6 months)

Next big deck - $NFLX (down 48% from 52 week high)

What Q's / issues / concerns do you have with these businesses that should be addressed?  ",0,6255.0,0,0,6,3,2022,0,0,0
278,"...(c) massive share repurchase opportunity in 2025-2026 relative to the public float, or (d) an attempt in the next few years $ATUS goes private or CHTR / CMCSA attempt to acquire it based on valuation and scale.   17/17 -end-  ",0,6255.0,0,0,4,3,2022,1,0,0
279,"...(c) massive share repurchase opportunity in 2025-2026 relative to the public float, or (d) an attempt in the next few years $ATUS goes private or CHTR / CMCSA attempt to acquire it based on valuation and scale.   17/17 -end-  ",0,6255.0,0,0,4,3,2022,1,0,0
280,"How big is big tech? Mind bogglingly so. The fearsome five (Apple, MSFT, Apple, Meta and Alphabet) have a collective market cap of $`12.2 trillion, 20% of the market cap of all US equities, and larger than any other equity market in the world. https://t.co/8ax2OwRLrC https://t.co/dMVbjCu3MJ  ",0,1362.0,0,1,21,10,2024,1,1,1
281,"I am a terrible trader, and I won't even try to discuss whether the momentum shift is temporary or permanent. As an investor, though, I used the earnings report to revisit my Nvidia valuation inputs. https://t.co/mojy7LJaLH https://t.co/W0HxY03SA9  ",0,30967.0,0,1,6,9,2024,1,1,0
282,"The numbers do represent a slowing in growth, a leveling off in margins and sobering guidance about the future. The report beat expectations but by less than in prior quarters.. In short, Nvidia set standards so high that it came up short. https://t.co/mojy7LJaLH https://t.co/t5mpVw07hu  ",0,9392.0,0,1,6,9,2024,1,1,0
283,"Nvidia's much-anticipated earnings report last week  contained dazzling performance numbers and beat expectations, but Nvidia has dropped almost 17% since it came out. I look at the expectations game that may help explain the disconnect: https://t.co/mojy7LJaLH  ",0,186430.0,0,1,6,9,2024,0,1,0
284,"On the day that Nvidia has the market's attention, and AI is the talk of the town, I look at the personal disruption (to you work and jobs) that is likely to come from AI, and what you can do to stay ahead of the game. https://t.co/V3kS2YtnNh  ",0,232592.0,0,1,28,8,2024,0,1,0
285,"@EdBorgato Hey Ed, fellow $DIS holder here. Curious about your technical overlay--would've guessed it might have stopped you out at some point over last year, but no?  How do you think about technicals vs story assuming you've stayed in the entire time? No worries if you don't want to share  ",0,6255.0,0,0,9,2,2022,1,0,1
286,"Some D buzzwords from the IMF/WB Annual Meetings in Marrakech: deglobalization, derisking, decoupling, dedollarization, demography, debt, deficits, defaults, digitalization, disasters, divisions, divergence, desertification, disinflation, depression (political/geopolitical) https://t.co/1odpBibXC4  ",0,20977.0,0,0,14,10,2023,0,1,1
287,"""Orion makes every other VR or AR device I have tried feel like a mistake..."" -- Ben Thompson 

$META  ",1,2001.0,0,0,27,9,2024,0,1,1
288,"Will AI bring nuclear back? 

$MSFT commits to a 20-year deal for power.

https://t.co/9UlLymD3J2 Three Mile Island Plans to Reopen as Demand for Nuclear Power Grows ",0,1155.0,1,1,20,9,2024,0,1,0
289,So for the new iPhone did Apple just say we'll call them moving photos but really they are just videos and call it a day?  ,0,6255.0,0,0,30,10,2015,0,0,1
290,"Apple getting in on the rosé trend?
https://t.co/UWGNFpE5DS  ",1,6255.0,0,1,9,9,2015,0,0,0
291,...then they came for V  ,0,6255.0,0,0,21,8,2015,0,0,0
292,"@tofdaj @CCM_Brett @OMGCapital @RyanReeves_ If the court disallows payment for placement, I think Google will still earn a large amount of search revenue from Safari search via people who still want to use Google, even if it isn’t default. I think Apple will have a much harder time replacing that 20b, which is pure profit.  ",0,220.0,0,0,12,8,2024,1,1,1
293,"@tofdaj @CCM_Brett @OMGCapital @RyanReeves_ If the court disallows payment for placement, I think Google will still earn a large amount of search revenue from Safari search via people who still want to use Google, even if it isn’t default. I think Apple will have a much harder time replacing that 20b, which is pure profit.  ",0,220.0,0,0,12,8,2024,1,1,0
294,@OMGCapital @RyanReeves_ It currently is a revenue share agreement. Ryan’s question is the first thing I thought of when I read the ruling. It’s a bigger risk to Apple profits than Google imo  ,0,547.0,0,0,11,8,2024,1,1,1
295,@OMGCapital @RyanReeves_ It currently is a revenue share agreement. Ryan’s question is the first thing I thought of when I read the ruling. It’s a bigger risk to Apple profits than Google imo  ,0,547.0,0,0,11,8,2024,1,1,1
296,"@fundhunter_co Yeah, I think it's really simple: he just views cash as a better investment (risk/reward) than Apple. It's risk mitigation in the sense that Apple has become a much riskier stock at 30 P/E than it was at 10 P/E. I don't think it creates more of a problem to have cash; it's all  ",0,1658.0,0,0,5,8,2024,1,1,1
297,"@fundhunter_co I think that Buffett thinks T-bills are a better investment than Apple at its current valuation, otherwise why make that swap?  ",0,3687.0,0,0,5,8,2024,1,1,1
298,"They definitely charge for it, but Nvidia is bringing it every year. “The more you buy, the more you save!” Conversely, I saw another person call a Mag 7 company the “Comcast of …” this morning to give you a example of customer sentiment out there https://t.co/NjLuYZwZn1  ",0,1797.0,0,0,25,10,2024,1,1,0
299,"If Intel had bought Nvidia two decades ago, there's ZERO chance it would be the Nvidia we know today, as you all will soon read why, culture-wise, in my book THE NVIDIA WAY (lol, always be closing). Most of the advancements Nvidia made later were driven by Jensen's business and  ",1,7971.0,0,0,25,10,2024,0,1,0
300,"If Intel had bought Nvidia two decades ago, there's ZERO chance it would be the Nvidia we know today, as you all will soon read why, culture-wise, in my book THE NVIDIA WAY (lol, always be closing). Most of the advancements Nvidia made later were driven by Jensen's business and  ",1,7971.0,0,0,25,10,2024,0,1,0
301,"@MikeIsaac @SteveLohr @donal888 This characterization lacks the full context. While there was outreach, part of why the deal didn't move forward was another non-Intel board reason, similar to what occurred during Nvidia's discussions with AMD during those years, too.  ",0,265.0,0,0,24,10,2024,1,1,1
302,All three major U.S. wireless carriers saw declines in phone upgrade rate during the third quarter versus the prior year. But AI they said ... $AAPL  ,0,4053.0,0,0,24,10,2024,0,1,1
303,"""MUMBAI (Reuters) - Nvidia's leather-jacket-clad CEO Jensen Huang got a rock star welcome at the company's AI summit in India on Thursday .. delayed for more than half an hour due to the crowd that one Nvidia employee said was ""easily a few thousand"" .. The reception Huang  ",0,1955.0,0,0,24,10,2024,0,1,1
304,"Jensen is ruthless about prioritizing his time.

In my book, THE NVIDIA WAY, Adobe CEO Shantanu Narayen shared a story about a friendly breakfast he had with Jensen. They had a great conversation about business issues, from innovation and strategy to culture. When Narayen checked  ",1,14865.0,0,0,24,10,2024,0,1,1
305,"Intel CPUs have had basically nonexistent performance gains for gaming (the real demand-driver use case) for FOUR generations now. AMD had some decent gains each gen except for the current Zen 5, which is a flop (we’ll see soon about X3D, but I’m not optimistic).

Nvidia GPUs  ",0,2850.0,0,0,23,10,2024,0,1,0
306,"Intel CPUs have had basically nonexistent performance gains for gaming (the real demand-driver use case) for FOUR generations now. AMD had some decent gains each gen except for the current Zen 5, which is a flop (we’ll see soon about X3D, but I’m not optimistic).

Nvidia GPUs  ",0,2850.0,0,0,23,10,2024,0,1,1
307,Apple is a $3.5 trillion company. The new iPad Mini is $500 and they still haven’t fixed the jelly scrolling visual defect. What a joke.  ,1,7503.0,0,0,23,10,2024,0,1,0
308,"In my book THE NVIDIA WAY, I share a story about how Jensen and his two co-founders bombed their VC fundraising meeting. But it didn't matter. Their reputation preceded them to the meeting through recommendations from former bosses. They got the money.

Do quality work. Let your  ",1,4779.0,0,0,23,10,2024,0,1,0
309,Apple trades at 35 times earnings https://t.co/slWpMQF4w0  ,1,4352.0,0,0,23,10,2024,0,1,0
310,Scam NVIDIA WAY book listings already popping up on Amazon. Make sure you order the right book 🤦‍♂️ https://t.co/SpocJ0FfFE  ,0,2425.0,0,0,22,10,2024,0,1,0
311,"I'm incredibly grateful and honored that Morgan Housel, Chris Miller, and Matthew Ball have all endorsed my debut book, THE NVIDIA WAY. 

They are the best critically acclaimed and most successful business authors of our era. Insane.  ",0,1528.0,0,0,21,10,2024,1,1,1
312,"Morgan Housel on THE NVIDIA WAY:

“The definitive look at the most remarkable business story of this era.""

―Morgan Housel, New York Times bestselling author of The Psychology of Money and Same As Ever  ",1,5214.0,0,0,21,10,2024,0,1,1
313,Nvidia has more than tripled over the past year https://t.co/4h2bLZGpZk  ,0,3943.0,0,0,21,10,2024,0,1,1
314,"I really really hope Apple doesn't stick with 8GB RAM for iPhone 17. More RAM is the oxygen needed for more advanced AI features and capabilities.​​​​​​​​​​​​​​​​

Anyone who has tried running LLM models locally on device understands this.  ",0,2572.0,0,0,21,10,2024,0,1,1
315,"Early this morning, TSMC's current CEO joked that despite their rising gross margin, it still doesn't compare to Nvidia's current 75% gross margin.

It reminded me of how former TSMC CEO Rick Tsai shared his story about working with Jensen for my book THE NVIDIA WAY. Tsai managed  ",1,22614.0,0,0,18,10,2024,0,1,1
316,"“It’s been a lot of fun developing GPU parallel computing here with you, because NVIDIA embraced it and aggressively took CUDA and Tesla to market. No other company would or could have done it. NVIDIA is unique in really supporting innovation and in having a superb team of people  ",0,2538.0,0,0,17,10,2024,1,1,0
317,@MatthewConnats1 IBM made Nvidia GPUs. It was real. I talked to people who worked on the relationship.  ,0,92.0,0,0,17,10,2024,1,1,0
318,@MatthewConnats1 IBM made Nvidia GPUs. It was real. I talked to people who worked on the relationship.  ,0,92.0,0,0,17,10,2024,1,1,1
319,@MatthewConnats1 Long long time ago. Google it.  ,0,227.0,0,0,17,10,2024,1,1,0
320,"Nvidia doesn't talk much about it because the current TSMC partnership is so strong, but it has in the past used other foundries for GPU manufacturing including Samsung and … wait for it …IBM!  ",0,5421.0,0,0,17,10,2024,0,1,0
321,"Great sign for Nvidia -&gt; TSMC: “We now forecast the revenue contribution from server AI processors to more than triple this year” “we define server AI processor as GPUs, AI accelerators and CPUs performing training and inference .. not include networking, edge or on-device AI.”  ",1,6348.0,0,0,17,10,2024,0,1,0
322,"One of the coolest things about researching THE NVIDIA WAY was learning about the unsung heroes.

Yes, everyone knows Jensen, Curtis, and Chris, but there are many other little-known figures who made critical contributions to the company's success. Here is one: John Nickolls. https://t.co/DaQ3MBHx3C  ",1,32585.0,0,0,17,10,2024,0,1,0
323,"THE NVIDIA WAY is full of fun stories. Here's one that didn't make the book.

For the GeForce 256, Nvidia's marketing team wanted to emphasize the GPU's geometry processing horsepower and came up with the GeForce name.

The ""Ge"" stood for geometry as the graphics card had a large  ",1,4492.0,0,0,17,10,2024,0,1,0
324,BTW...the $XOM 8-K that I mention (see below) is a perfect example of how #AI can fail. It only sees the information included -- not the information excluded. https://t.co/kqpqwVK5Ox  AI,0,2674.0,0,1,25,10,2024,0,1,0
325,Why would $XOM fail to disclose the sudden resignation of its audit committee chair? Did it really cost that much more for an extra sentence in the 8-K? https://t.co/5WTHIJb9tK Cutting corners at ExxonMobil - footnoted* ,0,9407.0,1,1,25,10,2024,0,1,0
326,@bpetershome $TSLA FLS was always such a PITA because of the scanned images and sometimes multiple fonts. This was a life-changer! Thanks!  ,0,102.0,0,0,24,10,2024,1,1,1
327,"Spotting several tweaks in $TSLA forward looking statements. They specifically mention consumer demand for AI, robotics, automation, Autopilot,FSD and ride-hailing. Because the company insists on doing this as a scan of a PDF, comparing quarters is quite frustrating, so I may be  ",0,2447.0,0,0,23,10,2024,0,1,1
328,"Looks like $TSLA dumbed-down their forward-looking statements this quarter. For the first time, they state that FLS ""are not guarantees"". Just seems like an odd choice of language. https://t.co/7UpqRU3yDY  ",0,1693.0,0,0,23,10,2024,0,1,1
329,$AAPL tweaks its bylaws in tonights's #fridaynightdump https://t.co/1UyMRmZmhS  fridaynightdump,0,1478.0,0,1,23,8,2024,0,1,1
330,@chrshydn My man must not be using Apple Podcasts. Pause that shit and leave the app and it’s gone forever  ,0,419.0,0,0,4,7,2024,1,1,1
331,"What are the odds that some MSFT engineer took over the chat at some point and started messing with this dude?

""Conversation With Bing’s Chatbot Left Me Deeply Unsettled"" https://t.co/WdPVcn4UtE https://t.co/EGtDF24Ktf  ",0,951.0,0,1,16,2,2023,0,1,0
332,"With rates falling, it's interesting to see how the number of ""callable"" CDs top the list at Schwab. Not long ago, it was usually just $JPM with that extra tentative sweetener... https://t.co/5cbbnfX2B7  ",0,6285.0,0,0,22,10,2024,0,1,1
333,Total insanity from a western / capitalist society. Ban the appreciation of Apple and Google stock prices!!!  ,1,814.0,0,0,19,10,2024,0,1,1
334,Total insanity from a western / capitalist society. Ban the appreciation of Apple and Google stock prices!!!  ,1,814.0,0,0,19,10,2024,0,1,1
335,"15,000 RIF is not tiny. $INTC  ",0,679.0,0,0,1,8,2024,0,1,0
336,"Michael Dell going public with his love for B T C. 

Last multibillionaire to get onboard loses… https://t.co/sWKMm7cGz2  ",0,484.0,0,0,21,6,2024,0,1,1
337,Apple “Intelligence” https://t.co/nzFbqeARCj  ,0,5923.0,0,0,28,10,2024,0,1,1
338,"Even after you download iOS 18.1, Apple Intelligence has a waitlist https://t.co/Fu7lGGyVr2  ",0,1884.0,0,0,28,10,2024,0,1,1
339,"We sitting here AMZN supposed to be a franchise stock and we in here talking about Kuiper. I mean listen we're talking about Kuiper not AWS not ads not retail we talking about Kuiper. Not AWS not the high margin biz that we loved for the last decade, we talking about Kuiper. https://t.co/WwXGesRX2l  ",0,4272.0,0,0,24,10,2024,0,1,1
340,"Nvidia names their products after famous scientists
Google names theirs after desserts
Apple names theirs after national parks
HOCK: WE NAME OURS AFTER NUCLEAR MISSILES https://t.co/oe4ZLBFRqO  ",0,10194.0,0,0,12,6,2024,0,1,1
341,"Nvidia names their products after famous scientists
Google names theirs after desserts
Apple names theirs after national parks
HOCK: WE NAME OURS AFTER NUCLEAR MISSILES https://t.co/oe4ZLBFRqO  ",0,10194.0,0,0,12,6,2024,0,1,1
342,"Nvidia names their products after famous scientists
Google names theirs after desserts
Apple names theirs after national parks
HOCK: WE NAME OURS AFTER NUCLEAR MISSILES https://t.co/oe4ZLBFRqO  ",0,10194.0,0,0,12,6,2024,0,1,0
343,"From Nvidia keynote on Sunday:
Amount of energy used to train a GPT-4 like model has declined 350x since 2016. Inferencing energy usage down 45,000x. https://t.co/xDFUaUCLwt  ",1,62337.0,0,0,3,6,2024,0,1,1
344,"JPM Equity Strategist: ""With 80-90% of companies having reported... earnings growth came in better than consensus expected, at +5% y/y... The low hurdle rate entering the earnings season, combined with the better fundamentals in Q1, helped S&amp;P500 blended EPS inflect higher."" https://t.co/qbVb03oZL0  ",0,3933.0,0,0,10,5,2024,0,1,1
345,Hugh “I never miss” Johnston cuts guidance in his second quarter on the job. $DIS  ,0,2788.0,0,0,7,5,2024,0,1,0
346,"When you go to https://t.co/6pS2dKMcj4 you get ""Not found"" but when you go to other random addresses, it says ""This site can't be reached."" $GOOGL https://t.co/UFKFQv6bUv  ",0,2005.0,0,1,3,5,2024,0,1,1
347,"$SBUX
50 minutes 

-12%

*STARBUCKS SAYS FY ADJ. EPS MAY BE FLAT, HAD SEEN 15-20%  ",0,3768.0,0,0,30,4,2024,1,1,0
348,"Bloomberg’s estimated ex-dividend date for $AMZN is formulaic and not based on anything from AMZN. We asked them and it’s a formula of 1) can they afford to pay a dividend and 2) do their peers pay dividends. With Google and Meta declaring dividends, most peers now do.  ",0,5234.0,0,0,30,4,2024,0,1,1
349,"Bloomberg’s estimated ex-dividend date for $AMZN is formulaic and not based on anything from AMZN. We asked them and it’s a formula of 1) can they afford to pay a dividend and 2) do their peers pay dividends. With Google and Meta declaring dividends, most peers now do.  ",0,5234.0,0,0,30,4,2024,0,1,0
350,"Bloomberg’s estimated ex-dividend date for $AMZN is formulaic and not based on anything from AMZN. We asked them and it’s a formula of 1) can they afford to pay a dividend and 2) do their peers pay dividends. With Google and Meta declaring dividends, most peers now do.  ",0,5234.0,0,0,30,4,2024,0,1,0
351,Even Peacock discloses subs $NFLX https://t.co/RcHxbexvha  ,0,2696.0,0,0,18,4,2024,0,1,0
352,"“NetApp Announced an Expansion of Partnership with Google Cloud” is a funny headline

NetApp and GCP CEOs negotiating with each other: https://t.co/Bpn31nxn99  ",0,16403.0,0,0,10,4,2024,0,1,1
353,Does Tim Apple know something about the next FOMC meeting that we don’t? https://t.co/JZZXtz5GAO  ,0,5224.0,0,0,5,4,2024,0,1,0
354,"Today's Edition is out, even more jam-packed with goodies than usual:

531: Perplexity, S&amp;P Global, Nvidia &amp; Blackwell, ARM vs Qualcomm, Larry Summers, Floppy Disks, Intel &amp; Altera, Runway's Act-One, Creatine, Rick Rubin, and Tori Amos

https://t.co/iKAAvZxYzL 531: Perplexity, S&P Global, Nvidia & Blackwell, ARM vs Qualcomm, Larry Summers, Floppy Disks,... ",0,3925.0,1,1,25,10,2024,0,1,0
355,@perplexity_ai @AravSrinivas Strange bug with the Perplexity Mac app. Somehow I have a Perplexity logo overlapped with my Apple logo in the top left corner of my screen: https://t.co/8Ve0lS5SoL  ,0,284.0,0,0,25,10,2024,0,1,1
356,@DylanoA4 Invest in it all in Nvidia https://t.co/MQop45sC1e  ,0,533.0,0,0,22,10,2024,1,1,0
357,Ford guides to low end of 2024 earnings forecast as it slightly tops Wall Street's third-quarter expectations $F https://t.co/xjvI5X6F67 Ford Motor is set to report earnings after the bell. Here's what Wall Street expects ,0,1366.0,1,1,29,10,2024,0,1,0
358,Microsoft accuses Google of ‘shadow campaigns’ to undermine its business https://t.co/KjzNsIZfVw Microsoft accuses Google of ‘shadow campaigns’ to undermine its business ,0,1382.0,1,1,29,10,2024,0,1,1
359,Pfizer's Activist Battle Might Fizzle---but Its Stock Probably Won't $PFE https://t.co/3DBcjr69ZN Pfizer’s Activist Battle Might Fizzle—but Its Stock Probably Won’t ,0,1190.0,1,1,26,10,2024,0,1,1
360,IBM stock slips on disappointing consulting and infrastructure revenue https://t.co/BgyGbaVjWE IBM stock slips on disappointing consulting and infrastructure revenue ,0,1436.0,1,1,24,10,2024,0,1,0
361,Google searches for Tony Hinchcliffe surpassed Taylor Swift after Trump's MSG rally. From @NateSilver538 https://t.co/1tRpaUvvpY https://t.co/D8zteUXJx3  ,0,255321.0,0,1,28,10,2024,0,1,1
362,The last time $TSLA shares were this high was September. https://t.co/MHV0PGDzDw  ,0,10715.0,0,0,24,10,2024,1,1,1
363,$TSLA shares ended up 24.4% today. Best single day performance since 2013.  ,0,25470.0,0,0,24,10,2024,0,1,1
364,"The consumer is under increasing stress and being selective; you know it's bad when $NKE #Nike falls the most in 23 years. But there's a fairy tail story of a shoe and accessory retailer named Boot Barn $BOOT that wall street thinks is just killing it, defying all the odds. https://t.co/W22NA3bO1Q  Nike",0,3881.0,0,0,28,6,2024,0,1,0
365,"'More than 1,500 private companies have become unicorns but in the past 20 years only Meta and Uber have transitioned to what consultancy Bain calls a ""scale insurgent"", with $10bn in annual revenue and $1bn of operating cash flow.' https://t.co/fXPjWRXQ2r Why tech unicorns struggle to avoid the glue factory ",0,11822.0,1,1,6,10,2024,0,1,1
366,@BluegrassCap @xuexishenghuo LKQ is building an $ORLY in Europe so...yes. But who's gonna pay that multiple?  ,0,6255.0,0,0,9,10,2016,1,0,0
367,Building AI-driven “Custom Networks” for $MSFT and other large tech cos is just marketing spin for a massive construction project that only nets $LUMN ~$800m in cash over ~3 yrs and does little to solve its fundamental lack of growth and $19b in debt. 2/8  ,0,5313.0,0,0,27,8,2024,1,1,0
368,"Tilray’s craft beer strategy is a joke. Retail sales for recently acquired brands from $BUD are in steep decline. ShockTop and Bluepoint are both down over -20% YTD and according to $BUD ex-employees the group has only 10-15% EBITDA margins, well below beer industry peers. (7/9)  ",0,6424.0,0,0,18,9,2023,1,1,1
369,"Apple unveiled an updated MacBook Pro lineup with new M4 chips, looking to entice shoppers with speedier processing and AI capabilities https://t.co/XTkVw2DRi7 Apple Unveils MacBook Pro With M4 Chip as Part of Upgrade Frenzy ",0,17371.0,1,1,30,10,2024,0,1,0
370,"The ultimate guide to Sao Paulo, whether you want the best churrascaria in town or the sexiest samba beats. Inside, an interactive Google Map will help you plan your perfect trip ⬇️ https://t.co/BsfvXqxCIb The ultimate guide to Sao Paulo, from the best churrascaria in town to the sexiest samba beats ",0,18546.0,1,1,30,10,2024,0,1,0
371,@LDrogen I think $MSFT will emerge as the big winner of this mess. If I were them I’d be prepping an asset purchase this weekend.  ,0,122.0,0,0,18,11,2023,1,1,1
372,"When $MSFT gets OpenAI’s tech in a $1 asset sale next week, the board can feel great about ensuring AI safety.  ",0,2345.0,0,0,18,11,2023,0,1,1
373,"You can build a company worth nearly a trillion dollars, and still live or die based on whether Apple decides they want to steal your lunch money. Once you’re subject to platform risk, you may never grow out of it.  ",0,893.0,0,0,7,6,2023,0,1,1
374,"ADP employment out shortly but unlikely to offer any insight re the impact of Hurricane Milton on October payrolls. Or, indeed, anything else. It's a PR job for ADP, not useful econ data.  ",0,1468.0,0,0,30,10,2024,0,1,1
375,October Surprise: ADP Employment Report Signals Six-Sigma Beat (A Week Before Elections) https://t.co/i8SNxBktA5 October Surprise: ADP Employment Report Signals Six-Sigma Beat (A Week Before Elections) ,0,53691.0,1,1,30,10,2024,0,1,1
376,"ADP private payrolls 233K, Exp. 111K, Last 143K  ",0,213189.0,0,0,30,10,2024,0,1,1
377,Apple Intelligence is here. Early users are underwhelmed https://t.co/Tnvlpc6jxr Apple Intelligence is here. Early users are underwhelmed ,0,58420.0,1,1,30,10,2024,0,1,0
378,"Why Meta is in the fight of its life against OpenAI and Apple
https://t.co/x96NQa28MM Why Meta is in the fight of its life against OpenAI and Apple ",0,517.0,1,1,10,10,2023,0,1,1
379,"Why Meta is in the fight of its life against OpenAI and Apple
https://t.co/x96NQa28MM Why Meta is in the fight of its life against OpenAI and Apple ",0,517.0,1,1,10,10,2023,0,1,1
380,"Is Nvidia the New Tesla?
https://t.co/JgipOKtxr3 Is Nvidia the New Tesla? ",0,346.0,1,1,22,8,2023,0,1,0
381,"Apple hits big oversold levels
https://t.co/9l2uhbxZm8 Apple hits big oversold levels, now what? ",0,426.0,1,1,21,8,2023,0,1,1
382,"Heard on the Street: Google might be the largest company in the world whose fate seems completely out of its hands, but the $2 trillion internet giant still has a few cards it can play https://t.co/TDecCgEGmv Google Looks More to What It Can Control ",0,4750.0,1,1,30,10,2024,0,1,0
383,Heard on the Street: Apple needs the latest crop of iPhones to succeed if it is going to secure a foothold in the artificial-intelligence race https://t.co/raW9pfT4cF Why Apple’s AI Success Hinges on the iPhone ,0,4619.0,1,1,28,10,2024,0,1,1
384,The CFPB’s enforcement action against Goldman Sachs and Apple is the latest knock on Goldman’s failed attempt to build a consumer lender https://t.co/t6SIpKj0OQ CFPB Details Issues With Goldman’s Apple Card ,0,5380.0,1,1,23,10,2024,0,1,0
